Sexe;Age;Statut;Occupation;Qualification;Etudie;NombreFS;NombreE;Jardinage;Cuisine;Sport;MinutesTV;LectureBD;MinutesL;EcouteRP;JournalIntime;Taille
H;63;Marie;Retraite;Cadre;Non;4;2;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;60;Marie;Retraite;Ouvrier qualifie;Non;7;3;Oui;Oui;Non;300;Non;0;Non;Non;Comme il faut
H;80;Marie;Retraite;Profession intermediaire;Non;0;3;Oui;Non;Oui;180;Non;0;Non;Non;Comme il faut
H;39;Marie;Exerce profession;Non concerne;Non;5;2;Non;Non;Non;60;Non;0;Non;Non;Pas assez
H;21;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Oui;Oui;Oui;42,86;Non;0;Non;Non;Comme il faut
H;37;Marie;Exerce profession;Technicien;Non;2;2;Oui;Non;Oui;180;Non;0;Non;Non;Comme il faut
F;71;Marie;Autre inactif;Non concerne;Non;0;1;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
F;38;Marie;Exerce profession;Non concerne;Non;2;2;Oui;Non;Non;180;Non;0;Non;Oui;Comme il faut
H;74;Marie;Au foyer;Non concerne;Non;1;2;Oui;Oui;Non;240;Non;0;Non;Non;Comme il faut
F;31;Marie;Exerce profession;Cadre;Non;2;2;Oui;Non;Oui;180;Oui;60;Non;Oui;Pas assez
F;46;Marie;Exerce profession;Cadre;Non;2;4;Oui;Oui;Non;60;Non;60;Non;Non;Comme il faut
F;33;Marie;Autre inactif;Employe de bureau;Non;3;3;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;73;Marie;Autre inactif;Non concerne;Non;2;4;Oui;Oui;Non;60;Non;0;Non;Non;Comme il faut
F;50;Divorce;Exerce profession;Employe de bureau;Non;7;2;Oui;Non;Oui;34,29;Non;34,29;Non;Oui;Comme il faut
F;24;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Non;Oui;Oui;180;Non;0;Non;Oui;Pas assez
F;28;Marie;Autre inactif;Profession intermediaire;Non;1;2;Oui;Non;Oui;180;Non;120;Non;Oui;Comme il faut
F;56;Divorce;Exerce profession;Employe de bureau;Non;1;3;Non;Oui;Non;180;Non;60;Non;Oui;Comme il faut
H;73;Celibataire;Retraite;Ouvrier qualifie;Non;4;0;Non;Non;Non;240;Non;0;Non;Non;Pas assez
F;38;Marie;Chomeur;Employe de bureau;Non;1;2;Oui;Oui;Non;300;Oui;120;Non;Oui;Trop
H;29;Celibataire;Exerce profession;Employe de bureau;Non;3;1;Non;Oui;Oui;180;Non;0;Non;Non;Comme il faut
F;24;Celibataire;Chomeur;Ouvrier specialise;Non;2;0;Non;Oui;Non;480;Non;0;Non;Oui;Comme il faut
F;52;Celibataire;Exerce profession;Profession intermediaire;Non;3;0;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;31;Marie;Exerce profession;Ouvrier qualifie;Non;3;2;Non;Non;Non;180;Non;0;Oui;Non;Comme il faut
F;61;Marie;Retraite;Employe de bureau;Non;1;4;Oui;Non;Non;180;Non;0;Non;Non;Pas assez
H;48;Marie;Exerce profession;Profession intermediaire;Non;3;4;Oui;Non;Non;180;Non;0;Non;Non;Comme il faut
H;52;Marie;Exerce profession;Cadre;Non;1;2;Oui;Non;Oui;60;Non;120;Non;Non;Comme il faut
F;65;Marie;Retraite;Employe de bureau;Non;4;3;Oui;Non;Non;180;Non;120;Non;Non;Pas assez
H;49;Veuf;Exerce profession;Cadre;Non;1;1;Oui;Non;Non;180;Non;120;Non;Non;Comme il faut
H;34;Celibataire;Exerce profession;Technicien;Non;6;2;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
F;51;Divorce;Exerce profession;Ouvrier qualifie;Non;2;4;Oui;Oui;Non;180;Non;0;Non;Non;Pas assez
F;25;Celibataire;Exerce profession;Profession intermediaire;Non;1;0;Non;Non;Oui;120;Non;0;Non;Oui;Comme il faut
F;21;Marie;Chomeur;Employe de bureau;Non;3;1;Non;Non;Non;180;Non;0;Non;Oui;Pas assez
H;20;Celibataire;Exerce profession;Ouvrier qualifie;Non;4;0;Non;Oui;Oui;0;Non;0;Non;Non;Pas assez
H;39;Celibataire;Exerce profession;Profession intermediaire;Non;2;2;Oui;Oui;Oui;240;Non;0;Non;Non;Pas assez
F;66;Marie;Autre inactif;Employe de bureau;Non;9;4;Non;Oui;Non;360;Non;0;Non;Non;Comme il faut
H;20;Celibataire;Exerce profession;Employe de bureau;Non;3;0;Non;Oui;Oui;180;Non;0;Non;Non;Comme il faut
F;47;Marie;Exerce profession;Employe de bureau;Non;2;2;Oui;Non;Oui;120;Non;0;Non;Non;Comme il faut
F;39;Marie;Autre inactif;Employe de bureau;Non;2;3;Oui;Oui;Non;60;Oui;120;Non;Oui;Comme il faut
F;54;Divorce;Autre inactif;Ouvrier specialise;Non;4;3;Non;Oui;Non;240;Oui;120;Non;Non;Comme il faut
H;21;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Oui;Oui;Non;34,29;Non;0;Non;Non;Comme il faut
F;51;Divorce;Exerce profession;Employe de bureau;Non;8;4;Oui;Non;Non;222,86;Non;0;Non;Non;Pas assez
F;29;Celibataire;Chomeur;Employe de bureau;Non;5;1;Non;Non;Oui;240;Non;0;Non;Non;Comme il faut
F;29;Celibataire;Exerce profession;Employe de bureau;Non;2;2;Non;Non;Non;360;Non;0;Non;Non;Trop
H;39;Celibataire;Exerce profession;Employe de bureau;Non;1;3;Non;Oui;Non;85,71;Non;0;Non;Non;Comme il faut
H;48;Celibataire;Exerce profession;Ouvrier qualifie;Non;1;0;Non;Non;Non;240;Non;0;Non;Non;Comme il faut
F;33;Celibataire;Exerce profession;Cadre;Non;2;1;Oui;Oui;Oui;60;Non;0;Non;Oui;Comme il faut
F;30;Celibataire;Exerce profession;Ouvrier qualifie;Non;3;1;Oui;Oui;Non;51,43;Non;0;Non;Non;Comme il faut
F;54;Marie;Exerce profession;Ouvrier qualifie;Non;3;1;Oui;Oui;Non;25,71;Non;0;Non;Oui;Pas assez
F;72;Veuf;Retraite;Profession intermediaire;Non;2;0;Non;Non;Oui;60;Non;0;Non;Non;Pas assez
F;72;Marie;Retraite;Ouvrier qualifie;Non;2;0;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;29;Marie;Autre inactif;Employe de bureau;Non;10;2;Non;Non;Non;120;Non;0;Non;Non;Pas assez
H;52;Marie;Exerce profession;Ouvrier qualifie;Non;5;2;Oui;Oui;Oui;180;Non;0;Non;Non;Comme il faut
F;59;Marie;Exerce profession;Employe de bureau;Non;1;2;Non;Non;Oui;180;Non;0;Non;Non;Pas assez
H;39;Marie;Exerce profession;Profession intermediaire;Non;2;1;Oui;Non;Non;180;Non;0;Non;Non;Comme il faut
H;64;Marie;Retraite;Ouvrier qualifie;Non;5;2;Oui;Non;Oui;120;Non;0;Non;Non;Pas assez
H;72;Veuf;Retraite;Employe de bureau;Non;6;3;Oui;Non;Non;0;Non;0;Non;Non;Comme il faut
H;41;Marie;Exerce profession;Ouvrier qualifie;Non;3;3;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
H;45;Divorce;Exerce profession;Non concerne;Non;7;0;Non;Oui;Non;0;Non;0;Non;Non;Comme il faut
F;53;Divorce;Retraite;Cadre;Reprise de formation;1;3;Oui;Oui;Oui;4;Non;0;Non;Oui;Comme il faut
H;24;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Non;Oui;Oui;120;Non;0;Non;Oui;Comme il faut
H;23;Celibataire;Chomeur;Ouvrier specialise;Non;7;0;Non;Non;Oui;600;Non;0;Non;Non;Pas assez
H;65;Marie;Retraite;Profession intermediaire;Non;2;2;Non;Oui;Oui;300;Non;0;Non;Non;Comme il faut
H;71;Marie;Retraite;Cadre;Non;7;4;Oui;Non;Non;51,43;Non;0;Non;Non;Comme il faut
H;40;Marie;Autre inactif;Non concerne;Non;0;0;Non;Oui;Non;300;Non;120;Non;Non;Comme il faut
H;53;Celibataire;Retraite;Ouvrier specialise;Non;1;0;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;46;Divorce;Exerce profession;Non concerne;Non;3;2;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
H;26;Celibataire;Exerce profession;Autre;Non;2;0;Oui;Oui;Oui;171,43;Non;0;Non;Oui;Comme il faut
H;40;Marie;Exerce profession;Ouvrier qualifie;Non;2;1;Non;Non;Non;17,14;Non;0;Non;Non;Comme il faut
H;32;Celibataire;Exerce profession;Ouvrier specialise;Non;2;2;Non;Non;Oui;25,71;Non;0;Non;Non;Comme il faut
F;42;Divorce;Exerce profession;Ouvrier qualifie;Non;0;3;Non;Oui;Non;0;Non;0;Non;Oui;Comme il faut
H;60;Marie;Retraite;Ouvrier qualifie;Non;3;2;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
F;34;Marie;Exerce profession;Employe de bureau;Non;1;3;Oui;Non;Non;180;Non;17,14;Non;Oui;Comme il faut
F;63;Veuf;Retraite;Employe de bureau;Non;1;3;Oui;Oui;Non;120;Non;0;Non;Non;Pas assez
H;75;Celibataire;Retraite;Ouvrier qualifie;Non;4;0;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
H;23;Celibataire;Exerce profession;Ouvrier qualifie;Non;4;0;Oui;Oui;Oui;180;Non;0;Non;Non;Comme il faut
F;59;Marie;Retraite;Profession intermediaire;Non;3;2;Non;Non;Non;60;Non;0;Non;Oui;Pas assez
F;48;Marie;Exerce profession;Autre;Non;2;2;Oui;Oui;Non;120;Non;0;Non;Non;Pas assez
H;58;Marie;Exerce profession;Profession intermediaire;Non;3;1;Oui;Non;Non;120;Non;0;Non;Non;Pas assez
H;72;Marie;Au foyer;Non concerne;Non;12;4;Non;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;50;Marie;Etudiant;Non concerne;Reprise de formation;0;3;Non;Non;Oui;120;Non;0;Non;Oui;Comme il faut
F;64;Marie;Chomeur;Employe de bureau;Non;1;2;Oui;Oui;Oui;60;Non;0;Non;Non;Pas assez
H;39;Marie;Exerce profession;Profession intermediaire;Non;1;2;Oui;Non;Non;102,86;Non;0;Non;Non;Comme il faut
F;34;Marie;Exerce profession;Employe de bureau;Non;6;2;Oui;Oui;Oui;240;Non;0;Non;Non;Pas assez
F;48;Veuf;Exerce profession;Ouvrier specialise;Non;3;3;Non;Non;Non;60;Non;0;Non;Non;Refus
F;63;Marie;Autre inactif;Employe de bureau;Non;7;5;Oui;Oui;Non;180;Non;0;Non;Non;Comme il faut
H;28;Celibataire;Exerce profession;Ouvrier qualifie;Non;2;0;Non;Non;Non;240;Non;0;Non;Non;Comme il faut
F;23;Celibataire;Autre inactif;Ouvrier qualifie;Non;6;1;Non;Oui;Non;300;Non;0;Non;Oui;Pas assez
H;64;Marie;Retraite;Ouvrier qualifie;Non;1;5;Oui;Non;Non;0;Non;0;Non;Non;Comme il faut
F;72;Marie;Au foyer;Non concerne;Non;2;3;Oui;Oui;Non;240;Non;0;Non;Non;Comme il faut
H;41;Marie;Exerce profession;Non concerne;Non;5;3;Non;Non;Oui;60;Non;0;Non;Non;Comme il faut
F;54;Marie;Exerce profession;Non concerne;Non;3;5;Oui;Oui;Non;60;Non;0;Non;Oui;Comme il faut
F;37;Celibataire;Exerce profession;Cadre;Non;3;0;Oui;Oui;Non;180;Non;180;Non;Non;Pas assez
H;56;Marie;Autre inactif;Ouvrier qualifie;Non;3;2;Oui;Oui;Non;0;Non;0;Non;Non;Pas assez
F;38;Veuf;Exerce profession;Employe de bureau;Non;2;3;Non;Non;Oui;240;Non;0;Non;Oui;Comme il faut
F;39;Celibataire;Exerce profession;Employe de bureau;Non;9;0;Non;Oui;Non;480;Non;0;Non;Non;Comme il faut
H;27;Celibataire;Chomeur;Ouvrier specialise;Non;4;0;Non;Non;Oui;0;Non;0;Non;Oui;Comme il faut
F;64;Veuf;Autre inactif;Ouvrier specialise;Non;2;2;Oui;Non;Oui;240;Non;0;Non;Non;Comme il faut
H;64;Marie;Retraite;Ouvrier specialise;Non;4;4;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
F;46;Veuf;Exerce profession;Employe de bureau;Non;6;2;Non;Oui;Oui;17,14;Non;0;Non;Non;Comme il faut
F;60;Marie;Chomeur;Ouvrier specialise;Non;2;2;Oui;Oui;Oui;85,71;Non;0;Non;Non;Pas assez
F;52;Marie;Chomeur;Ouvrier qualifie;Non;7;3;Non;Oui;Non;180;Non;0;Non;Non;Comme il faut
H;20;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Non;Non;Oui;180;Non;0;Non;Non;Comme il faut
F;62;Marie;Autre inactif;Non concerne;Non;2;8;Non;Non;Non;480;Non;0;Non;Non;Comme il faut
H;56;Marie;Exerce profession;Technicien;Non;4;3;Oui;Non;Oui;60;Non;0;Non;Non;Comme il faut
H;55;Marie;Retraite;Profession intermediaire;Non;1;2;Non;Oui;Oui;60;Non;0;Non;Non;Comme il faut
H;57;Marie;Exerce profession;Profession intermediaire;Non;3;2;Oui;Non;Non;180;Non;0;Non;Non;Comme il faut
F;70;Marie;Retraite;Ouvrier qualifie;Non;5;0;Non;Non;Non;8,57;Non;0;Non;Non;Comme il faut
F;40;Marie;Autre inactif;Employe de bureau;Non;6;2;Non;Oui;Oui;480;Non;0;Non;Non;Comme il faut
F;72;Divorce;Autre inactif;Non concerne;Non;4;8;Non;Non;Non;180;Non;0;Non;Non;Pas assez
F;28;Marie;Exerce profession;Employe de bureau;Non;2;0;Non;Oui;Oui;0;Non;0;Non;Non;Pas assez
H;80;Marie;Au foyer;Non concerne;Non;1;1;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
H;78;Marie;Retraite;Ouvrier qualifie;Non;4;1;Oui;Non;Non;300;Non;0;Non;Non;Comme il faut
F;70;Veuf;Retraite;Ouvrier qualifie;Non;0;1;Non;Oui;Oui;180;Non;0;Non;Non;Comme il faut
F;37;Celibataire;Exerce profession;Cadre;Reprise de formation;2;0;Non;Oui;Oui;85,71;Non;0;Non;Oui;Comme il faut
F;51;Divorce;Exerce profession;Employe de bureau;Non;4;3;Oui;Non;Non;300;Non;0;Oui;Oui;Comme il faut
H;24;Celibataire;Exerce profession;Ouvrier qualifie;Non;2;1;Oui;Oui;Oui;300;Non;0;Non;Oui;Comme il faut
F;31;Marie;Exerce profession;Employe de bureau;Non;3;2;Non;Oui;Non;180;Non;0;Non;Non;Comme il faut
F;28;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Non;Oui;Oui;42,86;Non;0;Non;Non;Comme il faut
F;51;Marie;Chomeur;Employe de bureau;Non;8;3;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;23;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Oui;Oui;Oui;240;Non;0;Non;Oui;Pas assez
F;60;Marie;Autre inactif;Employe de bureau;Non;2;4;Non;Oui;Non;120;Non;0;Non;Non;Pas assez
F;19;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Oui;Oui;Oui;42,86;Non;0;Non;Non;Comme il faut
H;57;Divorce;Exerce profession;Cadre;Non;5;2;Non;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;30;Celibataire;Chomeur;Employe de bureau;Non;1;0;Non;Non;Non;51,43;Non;120;Non;Non;Comme il faut
F;64;Marie;Retraite;Employe de bureau;Non;3;2;Non;Non;Non;240;Non;120;Non;Oui;Comme il faut
H;43;Celibataire;Exerce profession;Profession intermediaire;Non;7;0;Non;Oui;Oui;42,86;Non;0;Non;Non;Comme il faut
F;79;Celibataire;Retraite;Employe de bureau;Non;4;1;Non;Non;Non;300;Non;120;Non;Non;Pas assez
F;72;Veuf;Autre inactif;Autre;Non;3;3;Non;Non;Non;720;Non;0;Non;Oui;Comme il faut
F;26;Celibataire;Exerce profession;Employe de bureau;Non;3;0;Non;Non;Non;240;Non;60;Non;Oui;Comme il faut
H;19;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Oui;Oui;180;Non;0;Non;Non;Comme il faut
H;60;Marie;Retraite;Profession intermediaire;Non;1;1;Oui;Non;Oui;180;Non;60;Non;Non;Comme il faut
F;65;Veuf;Retraite;Ouvrier qualifie;Non;3;3;Non;Non;Oui;120;Non;0;Non;Non;Comme il faut
H;47;Celibataire;Exerce profession;Employe de bureau;Non;5;1;Non;Non;Oui;25,71;Non;60;Non;Non;Comme il faut
F;18;Celibataire;Etudiant;Non concerne;Non;1;0;Non;Non;Oui;85,71;Non;0;Non;Oui;Pas assez
H;41;Celibataire;Chomeur;Ouvrier specialise;Non;0;0;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;55;Marie;Exerce profession;Profession intermediaire;Non;2;3;Non;Oui;Oui;120;Non;0;Non;Oui;Comme il faut
H;62;Marie;Retraite;Cadre;Non;4;2;Oui;Oui;Oui;60;Non;0;Non;Non;Trop
F;28;Marie;Exerce profession;Profession intermediaire;Non;0;0;Non;Oui;Oui;120;Non;0;Non;Non;Trop
H;42;Marie;Exerce profession;Ouvrier qualifie;Non;3;1;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
F;22;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Non;Oui;Oui;240;Non;0;Non;Oui;Comme il faut
H;45;Marie;Chomeur;Ouvrier specialise;Non;8;4;Oui;Oui;Non;300;Non;120;Non;Non;Comme il faut
F;75;Marie;Autre inactif;Non concerne;Non;8;3;Non;Oui;Non;240;Non;25,71;Non;Oui;Comme il faut
F;48;Marie;Exerce profession;Employe de bureau;Non;2;4;Non;Non;Non;120;Non;0;Non;Oui;Comme il faut
F;66;Marie;Retraite;Employe de bureau;Non;9;3;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
H;48;Celibataire;Exerce profession;Ouvrier qualifie;Non;4;0;Non;Non;Non;180;Non;60;Non;Non;Comme il faut
H;38;Celibataire;Exerce profession;Ouvrier qualifie;Non;4;2;Non;Oui;Oui;120;Non;0;Non;Non;Comme il faut
F;69;Veuf;Retraite;Employe de bureau;Non;0;4;Non;Oui;Non;360;Non;0;Non;Non;Comme il faut
F;57;Divorce;Autre inactif;Employe de bureau;Non;1;6;Non;Oui;Non;240;Non;0;Non;Non;Pas assez
F;23;Celibataire;Chomeur;Non concerne;Non;2;0;Non;Oui;Non;360;Non;0;Non;Oui;Comme il faut
H;52;Divorce;Chomeur;Ouvrier qualifie;Non;4;1;Non;Non;Non;0;Non;0;Non;Non;Pas assez
F;66;Veuf;Autre inactif;Ouvrier qualifie;Non;3;7;Non;Oui;Non;600;Non;0;Non;Non;Pas assez
H;50;Marie;Exerce profession;Employe de bureau;Non;3;4;Oui;Non;Non;17,14;Non;0;Non;Non;Comme il faut
H;56;Marie;Retraite;Employe de bureau;Reprise de formation;6;8;Non;Non;Non;180;Non;0;Non;Non;Pas assez
H;47;Marie;Exerce profession;Ouvrier qualifie;Non;11;4;Non;Non;Non;360;Non;0;Non;Non;Pas assez
F;56;Marie;Autre inactif;Non concerne;Non;6;8;Non;Oui;Non;240;Non;0;Non;Non;Pas assez
H;37;Marie;Exerce profession;Ouvrier qualifie;Non;4;3;Non;Non;Oui;60;Non;0;Non;Non;Comme il faut
F;73;Veuf;Autre inactif;Ouvrier specialise;Non;3;9;Oui;Oui;Non;240;Non;0;Non;Non;Pas assez
H;43;Marie;Exerce profession;Ouvrier qualifie;Non;6;3;Oui;Non;Oui;300;Non;0;Non;Non;Comme il faut
F;41;Marie;Exerce profession;Employe de bureau;Non;7;3;Non;Oui;Non;60;Non;0;Non;Oui;Pas assez
H;55;Marie;Exerce profession;Ouvrier qualifie;Non;8;3;Oui;Non;Oui;120;Non;0;Non;Non;Comme il faut
F;50;Divorce;Autre inactif;Employe de bureau;Non;11;1;Oui;Oui;Non;240;Non;0;Non;Non;Comme il faut
F;67;Celibataire;Retraite;Employe de bureau;Non;2;0;Non;Oui;Oui;360;Non;60;Non;Non;Pas assez
H;59;Marie;Chomeur;Profession intermediaire;Non;5;1;Non;Oui;Non;240;Non;0;Non;Non;Comme il faut
H;50;Celibataire;Exerce profession;Profession intermediaire;Non;1;0;Oui;Non;Oui;120;Non;120;Non;Non;Comme il faut
F;49;Divorce;Autre inactif;Ouvrier qualifie;Non;5;0;Non;Non;Non;900;Non;60;Non;Non;Comme il faut
H;29;Celibataire;Exerce profession;Autre;Non;3;0;Non;Non;Non;180;Non;0;Non;Non;Pas assez
H;57;Marie;Autre inactif;Non concerne;Non;2;4;Non;Non;Non;180;Non;0;Non;Non;Pas assez
F;48;Marie;Exerce profession;Employe de bureau;Non;4;3;Oui;Oui;Oui;51,43;Oui;60;Non;Non;Comme il faut
H;36;Marie;Exerce profession;Ouvrier qualifie;Non;3;2;Oui;Non;Non;60;Non;0;Oui;Non;Pas assez
F;42;Divorce;Chomeur;Ouvrier qualifie;Non;2;1;Oui;Oui;Non;120;Non;0;Non;Non;Pas assez
F;37;Marie;Autre inactif;Employe de bureau;Non;4;2;Oui;Non;Non;120;Non;0;Non;Non;Comme il faut
F;53;Marie;Chomeur;Ouvrier qualifie;Non;0;2;Non;Non;Non;180;Non;0;Non;Non;Pas assez
F;77;Veuf;Retraite;Employe de bureau;Non;2;3;Oui;Non;Non;180;Non;0;Non;Non;Pas assez
F;68;Veuf;Retraite;Employe de bureau;Non;5;5;Oui;Oui;Non;180;Non;180;Non;Non;Comme il faut
F;37;Marie;Exerce profession;Employe de bureau;Non;0;2;Oui;Oui;Non;42,86;Non;0;Non;Oui;Comme il faut
H;49;Marie;Exerce profession;Employe de bureau;Non;0;2;Non;Non;Non;300;Non;0;Non;Non;Comme il faut
H;60;Veuf;Autre inactif;Non concerne;Non;8;3;Oui;Non;Non;120;Non;0;Non;Non;Comme il faut
F;48;Marie;Exerce profession;Cadre;Non;1;5;Oui;Oui;Oui;34,29;Non;0;Non;Oui;Trop
H;39;Marie;Exerce profession;Profession intermediaire;Non;3;2;Non;Non;Oui;60;Non;0;Non;Non;Comme il faut
H;48;Marie;Exerce profession;Profession intermediaire;Non;6;2;Oui;Non;Oui;60;Non;0;Non;Non;Pas assez
H;23;Celibataire;Exerce profession;Ouvrier specialise;Non;2;0;Non;Non;Non;60;Non;0;Non;Non;Pas assez
F;73;Veuf;Retraite;Ouvrier qualifie;Non;4;6;Non;Non;Non;60;Non;120;Non;Oui;Pas assez
F;44;Marie;Exerce profession;Employe de bureau;Non;2;1;Non;Non;Non;120;Non;0;Non;Oui;Comme il faut
F;36;Marie;Autre inactif;Autre;Non;5;3;Oui;Oui;Oui;34,29;Non;0;Non;Oui;Comme il faut
F;50;Marie;Autre inactif;Employe de bureau;Non;5;3;Oui;Oui;Non;0;Non;0;Non;Non;Comme il faut
F;37;Celibataire;Exerce profession;Employe de bureau;Non;2;3;Oui;Non;Non;60;Non;0;Non;Non;Pas assez
H;20;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Non;Non;Oui;60;Non;0;Non;Non;Pas assez
F;47;Divorce;Exerce profession;Profession intermediaire;Non;3;1;Oui;Oui;Oui;60;Non;120;Non;Oui;Comme il faut
H;26;Marie;Exerce profession;Profession intermediaire;Non;2;0;Oui;Oui;Oui;120;Non;0;Non;Oui;Comme il faut
F;55;Marie;Exerce profession;Autre;Non;6;3;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;57;Marie;Exerce profession;Non concerne;Non;1;2;Oui;Oui;Non;42,86;Non;0;Non;Non;Pas assez
H;72;Marie;Retraite;Cadre;Non;3;1;Oui;Oui;Oui;60;Non;180;Non;Oui;Comme il faut
H;53;Marie;Exerce profession;Cadre;Non;3;2;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;19;Celibataire;Chomeur;Ouvrier specialise;Non;6;0;Non;Non;Oui;300;Non;0;Non;Non;Comme il faut
F;33;Marie;Exerce profession;Employe de bureau;Non;1;2;Non;Oui;Non;120;Non;0;Non;Non;Comme il faut
H;60;Marie;Retraite;Cadre;Non;2;2;Non;Non;Oui;60;Non;0;Non;Non;Comme il faut
H;71;Marie;Retraite;Employe de bureau;Non;1;5;Oui;Non;Non;480;Non;0;Non;Non;Comme il faut
F;82;Marie;Retraite;Employe de bureau;Non;1;3;Oui;Oui;Non;180;Non;60;Non;Non;Comme il faut
H;42;Marie;Exerce profession;Profession intermediaire;Non;1;2;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
F;53;Marie;Exerce profession;Employe de bureau;Non;3;0;Non;Oui;Non;120;Non;0;Non;Non;Comme il faut
H;31;Celibataire;Exerce profession;Employe de bureau;Non;4;0;Non;Non;Non;180;Non;0;Oui;Non;Comme il faut
H;41;Marie;Exerce profession;Cadre;Non;1;4;Non;Non;Oui;60;Non;0;Non;Non;Comme il faut
H;82;Marie;Retraite;Ouvrier qualifie;Non;3;2;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
F;63;Marie;Retraite;Employe de bureau;Non;11;2;Non;Non;Oui;180;Non;60;Non;Non;Pas assez
H;39;Marie;Exerce profession;Technicien;Non;5;4;Non;Non;Oui;68,57;Non;0;Non;Non;Pas assez
F;61;Veuf;Retraite;Employe de bureau;Non;5;2;Non;Non;Oui;60;Non;0;Non;Non;Pas assez
F;50;Veuf;Exerce profession;Employe de bureau;Non;4;4;Non;Oui;Non;180;Non;0;Non;Non;Pas assez
F;59;Marie;Retraite;Employe de bureau;Non;7;3;Non;Non;Non;300;Non;0;Non;Non;Comme il faut
F;48;Marie;Exerce profession;Employe de bureau;Non;1;2;Non;Oui;Non;120;Non;25,71;Non;Non;Pas assez
H;20;Celibataire;Exerce profession;Ouvrier qualifie;Non;1;0;Non;Non;Oui;0;Non;0;Non;Non;Comme il faut
H;45;Marie;Exerce profession;Technicien;Non;6;2;Non;Non;Oui;0;Non;0;Non;Non;Pas assez
F;77;Veuf;Retraite;Employe de bureau;Non;6;2;Non;Non;Non;120;Non;60;Non;Non;Comme il faut
F;43;Marie;Exerce profession;Cadre;Non;3;3;Non;Non;Oui;0;Non;0;Non;Non;Comme il faut
H;47;Divorce;Exerce profession;Cadre;Non;5;4;Oui;Non;Non;60;Non;0;Non;Non;Comme il faut
H;39;Marie;Exerce profession;Technicien;Non;2;3;Non;Non;Non;0;Non;0;Non;Non;Comme il faut
F;56;Divorce;Exerce profession;Cadre;Non;2;2;Non;Non;Oui;0;Non;0;Non;Non;Comme il faut
F;43;Celibataire;Exerce profession;Technicien;Non;1;0;Non;Non;Non;0;Non;0;Non;Non;Comme il faut
H;31;Celibataire;Exerce profession;Technicien;Non;2;0;Non;Non;Oui;120;Non;0;Non;Non;Pas assez
H;27;Marie;Exerce profession;Cadre;Non;4;0;Non;Non;Non;0;Non;0;Non;Non;Comme il faut
F;23;Celibataire;Exerce profession;Cadre;Non;1;0;Non;Non;Non;0;Non;0;Non;Oui;Comme il faut
F;50;Divorce;Exerce profession;Non concerne;Non;4;1;Non;Non;Oui;0;Non;60;Non;Non;Comme il faut
F;34;Marie;Exerce profession;Technicien;Non;2;2;Non;Non;Non;0;Non;0;Non;Oui;Comme il faut
F;43;Veuf;Exerce profession;Technicien;Non;9;3;Non;Oui;Non;0;Non;0;Non;Non;Trop
H;27;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Non;Oui;0;Non;0;Non;Non;Comme il faut
F;30;Marie;Exerce profession;Cadre;Non;2;2;Non;Non;Oui;34,29;Non;0;Non;Oui;Comme il faut
F;45;Celibataire;Exerce profession;Profession intermediaire;Non;4;0;Non;Non;Non;0;Non;0;Non;Oui;Comme il faut
H;63;Marie;Retraite;Autre;formation initiale;1;2;Non;Non;Oui;60;Non;0;Non;Non;Comme il faut
F;44;Marie;Exerce profession;Autre;Non;5;9;Non;Non;Non;60;Non;60;Non;Non;Comme il faut
